company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,return_on_assets_pct,return_on_capital_employed_pct,quality_score,quality_rank
BEL,2021.0,14.88411652136934,22.779785952229073,3559.322033898305,0.8305084745762712,333.9,92.82236842105263,1381.578947368421,0.0,4955.785097788095,1.0
BEL,2020.0,14.073103022825418,21.275447254781,3318.181818181818,0.8,357.25,106.29508196721312,1495.9016393442623,0.0,4828.156560548906,1.0
HAL,2021.0,14.155231186085132,23.341491128397866,2249.3055555555557,0.041666666666666664,21.352059925093634,123.02150537634408,1741.3978494623657,0.0,4004.8586362040064,2.0
HAL,2020.0,13.252506411750991,22.75588715318256,2059.4202898550725,0.014492753623188406,14.749303621169917,123.95953757225433,1642.7745664739884,0.0,3715.4473627408115,2.0
HAL,2017.0,14.573816155988858,18.027855153203344,1966.9172932330828,0.015037593984962405,267.5,105.58823529411765,1538.8235294117646,0.0,3520.3146388008363,2.0
HAL,2019.0,11.72530987604958,22.835865653738505,1763.9097744360904,0.06015037593984962,27.937853107344633,114.33142857142857,1340.5714285714287,0.0,3116.206512883569,2.0
INDIGO,2018.0,9.738934016767299,86.8381043395161,2242.0,0.54,21.123548046462513,82.51254480286738,803.584229390681,0.0,3055.323163407448,2.0
HAL,2016.0,11.92266380236305,14.786967418546364,1664.9999999999998,0.15,679.3333333333334,95.2159090909091,1135.2272727272727,0.0,2812.1499365296354,2.0
HAL,2018.0,10.729521032453155,18.683514228630056,1528.4615384615386,0.023076923076923078,120.6,111.56024096385542,1196.987951807229,0.0,2736.1790113012207,3.0
INDIGO,2016.0,12.304832713754648,80.39653035935564,1534.775888717156,0.061823802163833076,25.23495145631068,82.34693877551021,1013.265306122449,0.0,2560.3460275533594,3.0
INDIGO,2017.0,8.928955866523143,88.06243272335846,1692.8571428571427,0.5306122448979592,20.752851711026615,75.52845528455285,674.390243902439,0.0,2376.176342626105,3.0
INDIGO,2024.0,11.852722628584697,76.29890862649484,892.568306010929,0.018579234972677595,22.612639724849526,56.38625204582652,668.3306055646481,0.0,1572.7516342041617,3.0
BAJAJHLDNG,2023.0,947.5095785440614,72.79693486590038,11.194604137431535,0.0021049296093431716,721.8571428571429,0.009814243814394224,9.299090020305332,0.0,968.0032727017982,3.0
NAUKRI,2022.0,810.6985525487728,28.067967275015732,74.71291033522793,0.0037118663728105787,1296.0,0.0775765268759459,62.891178050090325,0.0,948.3026409340911,3.0
PNB,2013.0,11.655174014998492,,812.2977346278317,10.833333333333334,,5.626518615284128,65.57805355976485,0.0,889.530962202595,3.0
BAJAJHLDNG,2022.0,852.4793388429752,75.82644628099173,9.630736193455022,0.0026609401988702676,1421.0,0.009031872807344929,7.69948495931925,0.0,869.8095599957494,4.0
BAJAJHLDNG,2021.0,799.562363238512,77.02407002188184,9.831301961417386,0.0036591600075335648,950.75,0.010046163992086172,8.032534622994064,0.0,817.4261998229235,3.0
BAJAJHLDNG,2019.0,707.1925754060325,80.51044083526682,11.308993766696348,0.0,,0.0159582345971564,11.285545023696683,0.0,729.7871141964255,3.0
BAJAJHLDNG,2020.0,708.0459770114943,69.19540229885057,11.093901955840508,0.006051219248640277,258.38461538461536,0.013290965199058938,9.410614439793456,0.0,728.5504934071282,3.0
BAJAJHLDNG,2018.0,632.1428571428571,84.52380952380952,10.535296218404032,0.0,,0.016621156357592308,10.506945268906566,0.0,653.1850986301677,4.0
LT,2013.0,7.1090747856931715,15.309166151613685,395.1456310679612,0.17475728155339806,2.9980611805256356,31.969931271477662,227.2766323024055,0.0,629.5313381560599,4.0
BAJAJHLDNG,2013.0,550.7418397626113,95.54896142433235,17.941034316094733,0.0,,0.03127610208816705,17.22505800464037,0.0,585.9079320833464,5.0
BAJAJHLDNG,2016.0,481.9148936170213,91.27659574468086,14.810697704832275,0.0,,0.030377456049638055,14.639348500517062,0.0,511.3649398223706,4.0
BAJAJHLDNG,2014.0,469.97635933806146,94.56264775413712,16.56804733727811,0.0,,0.03398136246786632,15.97043701799486,0.0,502.51484369333446,3.0
LT,2014.0,5.743410068897406,16.561243445340608,303.41614906832297,0.06832298136645963,2.374961502925778,31.903225806451612,183.23330832708177,0.0,492.3928674643021,4.0
